gloss,diff,high,low,stem_gloss,molly_pos
school,0,0.004901960784313725,0.004901960784313725,school,Noun
seeds,0,0.004901960784313725,0.004901960784313725,seed,Noun
shirt,0,0.00980392156862745,0.00980392156862745,shirt,Noun
smoke,0,0.004901960784313725,0.004901960784313725,smoke,Noun
song,0,0.00980392156862745,0.00980392156862745,song,Noun
space,0,0.004901960784313725,0.004901960784313725,space,Noun
square,0,0.004901960784313725,0.004901960784313725,square,Noun
tape+recorder,0,0.004901960784313725,0.004901960784313725,tape,Noun
tent,0,0.004901960784313725,0.004901960784313725,tent,Noun
time,0,0.014705882352941176,0.014705882352941176,time,Noun
tissue,0,0.004901960784313725,0.004901960784313725,tissue,Noun
tomato,0,0.00980392156862745,0.00980392156862745,tomato,Noun
trailer,0,0.004901960784313725,0.004901960784313725,trail,Noun
tray,0,0.004901960784313725,0.004901960784313725,tray,Noun
triangle,0,0.00980392156862745,0.00980392156862745,triangle,Noun
tv,0,0.004901960784313725,0.004901960784313725,tv,Noun
zoo,0,0.004901960784313725,0.004901960784313725,zoo,Noun
alligator,-0.004901960784313725,0,0.004901960784313725,alligator,Noun
alphabet,-0.004901960784313725,0,0.004901960784313725,alphabet,Noun
backpack,-0.004901960784313725,0,0.004901960784313725,backpack,Noun
baseball,-0.004901960784313725,0.004901960784313725,0.00980392156862745,baseball,Noun
bend,-0.004901960784313725,0,0.004901960784313725,bend,Noun
bock,-0.004901960784313725,0,0.004901960784313725,bock,Noun
broccoli,-0.004901960784313725,0.004901960784313725,0.00980392156862745,broccoli,Noun
bucket,-0.004901960784313725,0,0.004901960784313725,bucket,Noun
bushes,-0.004901960784313725,0,0.004901960784313725,bush,Noun
cereal,-0.004901960784313725,0.004901960784313725,0.00980392156862745,cereal,Noun
clown,-0.004901960784313725,0.00980392156862745,0.014705882352941176,clown,Noun
comb,-0.004901960784313725,0.004901960784313725,0.00980392156862745,comb,Noun
curtain,-0.004901960784313725,0,0.004901960784313725,curtain,Noun
dots,-0.004901960784313725,0,0.004901960784313725,dot,Noun
dress,-0.004901960784313725,0.004901960784313725,0.00980392156862745,dress,Noun
farm,-0.004901960784313725,0,0.004901960784313725,farm,Noun
fire,-0.004901960784313725,0.00980392156862745,0.014705882352941176,fire,Noun
glue,-0.004901960784313725,0,0.004901960784313725,glue,Noun
god,-0.004901960784313725,0,0.004901960784313725,god,Noun
gum,-0.004901960784313725,0,0.004901960784313725,gum,Noun
lamb,-0.004901960784313725,0.004901960784313725,0.00980392156862745,lamb,Noun
lap,-0.004901960784313725,0,0.004901960784313725,lap,Noun
leaf,-0.004901960784313725,0,0.004901960784313725,leaf,Noun
lee,-0.004901960784313725,0,0.004901960784313725,lee,Noun
legs,-0.004901960784313725,0,0.004901960784313725,leg,Noun
mail,-0.004901960784313725,0,0.004901960784313725,mail,Noun
meat,-0.004901960784313725,0,0.004901960784313725,meat,Noun
microphone,-0.004901960784313725,0.00980392156862745,0.014705882352941176,microphone,Noun
motorcycle,-0.004901960784313725,0,0.004901960784313725,motorcycle,Noun
mud,-0.004901960784313725,0,0.004901960784313725,mud,Noun
napkin,-0.004901960784313725,0.004901960784313725,0.00980392156862745,napkin,Noun
pasta,-0.004901960784313725,0,0.004901960784313725,pasta,Noun
people,-0.004901960784313725,0.004901960784313725,0.00980392156862745,people,Noun
picnic,-0.004901960784313725,0,0.004901960784313725,picnic,Noun
pony,-0.004901960784313725,0,0.004901960784313725,pony,Noun
potato,-0.004901960784313725,0,0.004901960784313725,potato,Noun
prize,-0.004901960784313725,0,0.004901960784313725,prize,Noun
race,-0.004901960784313725,0,0.004901960784313725,race,Noun
rug,-0.004901960784313725,0,0.004901960784313725,rug,Noun
shark,-0.004901960784313725,0.004901960784313725,0.00980392156862745,shark,Noun
station,-0.004901960784313725,0,0.004901960784313725,state,Noun
stove,-0.004901960784313725,0.004901960784313725,0.00980392156862745,stove,Noun
today,-0.004901960784313725,0,0.004901960784313725,today,Noun
umbrella,-0.004901960784313725,0.004901960784313725,0.00980392156862745,umbrella,Noun
witch,-0.004901960784313725,0,0.004901960784313725,witch,Noun
wood,-0.004901960784313725,0,0.004901960784313725,wood,Noun
baba,-0.00980392156862745,0.004901960784313725,0.014705882352941176,baba,Noun
barn,-0.00980392156862745,0.004901960784313725,0.014705882352941176,barn,Noun
beans,-0.00980392156862745,0,0.00980392156862745,bean,Noun
birdy,-0.00980392156862745,0,0.00980392156862745,birdy,Noun
camel,-0.00980392156862745,0.004901960784313725,0.014705882352941176,camel,Noun
duckie,-0.00980392156862745,0,0.00980392156862745,duckie,Noun
honk,-0.00980392156862745,0,0.00980392156862745,honk,Noun
lego,-0.00980392156862745,0,0.00980392156862745,lego,Noun
llama,-0.00980392156862745,0,0.00980392156862745,llama,Noun
pizza,-0.00980392156862745,0,0.00980392156862745,pizza,Noun
potty,-0.00980392156862745,0.004901960784313725,0.014705882352941176,potty,Noun
puppy,-0.00980392156862745,0.00980392156862745,0.0196078431372549,puppy,Noun
weasel,-0.00980392156862745,0,0.00980392156862745,weasel,Noun
yogurt,-0.00980392156862745,0,0.00980392156862745,yogurt,Noun
bunny,-0.014705882352941176,0.004901960784313725,0.0196078431372549,bunny,Noun
diaper,-0.014705882352941176,0,0.014705882352941176,diaper,Noun
friend,-0.014705882352941176,0,0.014705882352941176,friend,Noun
kitty,-0.014705882352941176,0.00980392156862745,0.024509803921568627,kitty,Noun
moon,-0.014705882352941176,0.00980392156862745,0.024509803921568627,moon,Noun
pumpkin,-0.014705882352941176,0,0.014705882352941176,pumpkin,Noun
rock,-0.014705882352941176,0,0.014705882352941176,rock,Noun
rabbit,-0.01470588235294118,0.0196078431372549,0.03431372549019608,rabbit,Noun
bagel,-0.0196078431372549,0,0.0196078431372549,bagel,Noun
mummie,-0.02450980392156863,0.049019607843137254,0.07352941176470588,mummie,Noun
bye,-0.029411764705882346,0.03431372549019608,0.06372549019607843,bye,Noun
bang,0.029411764705882353,0.0392156862745098,0.00980392156862745,bang,Onomatopoeia
choo+choo,0.024509803921568627,0.029411764705882353,0.004901960784313725,choo,Onomatopoeia
moo,0.01470588235294118,0.03431372549019608,0.0196078431372549,moo,Onomatopoeia
baa,0.014705882352941176,0.0196078431372549,0.004901960784313725,baa,Onomatopoeia
choochoo,0.014705882352941176,0.014705882352941176,0,choochoo,Onomatopoeia
quack,0.014705882352941176,0.024509803921568627,0.00980392156862745,quack,Onomatopoeia
beepbeep,0.00980392156862745,0.00980392156862745,0,beepbeep,Onomatopoeia
cock_a_doodle_doo,0.00980392156862745,0.00980392156862745,0,cock_a_doodle_doo,Onomatopoeia
woof,0.00980392156862745,0.029411764705882353,0.0196078431372549,woof,Onomatopoeia
boing,0.004901960784313725,0.004901960784313725,0,boing,Onomatopoeia
meow,0.004901960784313725,0.0196078431372549,0.014705882352941176,meow,Onomatopoeia
oink,0.004901960784313725,0.00980392156862745,0.004901960784313725,oink,Onomatopoeia
roar,0.004901960784313725,0.004901960784313725,0,roar,Onomatopoeia
boom,0,0.00980392156862745,0.00980392156862745,boom,Onomatopoeia
dong,0,0.004901960784313725,0.004901960784313725,dong,Onomatopoeia
pop,0,0.024509803921568627,0.024509803921568627,pop,Onomatopoeia
tock,0,0.004901960784313725,0.004901960784313725,tock,Onomatopoeia
squeak,-0.004901960784313725,0.004901960784313725,0.00980392156862745,squeak,Onomatopoeia
twinkle,-0.004901960784313725,0.004901960784313725,0.00980392156862745,twinkle,Onomatopoeia
tweet,-0.014705882352941176,0,0.014705882352941176,tweet,Onomatopoeia
neenaw,0.0196078431372549,0.0196078431372549,0,neenaw,other
brumm,0.014705882352941176,0.014705882352941176,0,brumm,other
po,0.014705882352941176,0.0196078431372549,0.004901960784313725,po,other
brm,0.00980392156862745,0.00980392156862745,0,brm,other
brum,0.00980392156862745,0.00980392156862745,0,brum,other
dis,0.00980392156862745,0.00980392156862745,0,dis,other
em,0.00980392156862745,0.00980392156862745,0,em,other
de,0.004901960784313725,0.004901960784313725,0,de,other
dee,0.004901960784313725,0.00980392156862745,0.004901960784313725,dee,other
dere,0.004901960784313725,0.004901960784313725,0,dere,other
duh,0.004901960784313725,0.00980392156862745,0.004901960784313725,duh,other
giddyup,0.004901960784313725,0.004901960784313725,0,giddyup,other
na,0.004901960784313725,0.00980392156862745,0.004901960784313725,na,other
oy,0.004901960784313725,0.004901960784313725,0,oy,other
wah,0.004901960784313725,0.004901960784313725,0,wah,other
www,0.004901960784313725,0.004901960784313725,0,www,other
hee,0,0.004901960784313725,0.004901960784313725,hee,other
ee,-0.004901960784313725,0,0.004901960784313725,ee,other
w,-0.004901960784313725,0,0.004901960784313725,w,other
hoo,-0.00980392156862745,0,0.00980392156862745,hoo,other
la,-0.00980392156862745,0.014705882352941176,0.024509803921568627,la,other
ss,-0.00980392156862745,0,0.00980392156862745,ss,other
eee,-0.014705882352941176,0,0.014705882352941176,eee,other
oo,-0.0196078431372549,0.004901960784313725,0.024509803921568627,oo,other
da,-0.024509803921568627,0.014705882352941176,0.0392156862745098,da,other
on,0.06372549019607843,0.12254901960784313,0.058823529411764705,on,Preposition
away,0.044117647058823525,0.06372549019607843,0.0196078431372549,away,Preposition
in,0.044117647058823525,0.11274509803921569,0.06862745098039216,in,Preposition
off,0.044117647058823525,0.08333333333333333,0.0392156862745098,off,Preposition
back,0.03921568627450981,0.08823529411764706,0.049019607843137254,back,Preposition
here,0.029411764705882346,0.09803921568627451,0.06862745098039216,here,Preposition
out,0.029411764705882346,0.08333333333333333,0.05392156862745098,out,Preposition
up,0.0196078431372549,0.10294117647058823,0.08333333333333333,up,Preposition
for,0.014705882352941176,0.0392156862745098,0.024509803921568627,for,Preposition
inside,0.014705882352941176,0.014705882352941176,0,inside,Preposition
around,0.00980392156862745,0.0196078431372549,0.00980392156862745,around,Preposition
at,0.00980392156862745,0.04411764705882353,0.03431372549019608,at,Preposition
by,0.00980392156862745,0.014705882352941176,0.004901960784313725,by,Preposition
outside,0.00980392156862745,0.024509803921568627,0.014705882352941176,outside,Preposition
through,0.00980392156862745,0.014705882352941176,0.004901960784313725,through,Preposition
to,0.004901960784313729,0.05392156862745098,0.049019607843137254,to,Preposition
behind,0.004901960784313725,0.004901960784313725,0,behind,Preposition
from,0.004901960784313725,0.00980392156862745,0.004901960784313725,from,Preposition
front,0.004901960784313725,0.004901960784313725,0,front,Preposition
under,0.004901960784313725,0.014705882352941176,0.00980392156862745,under,Preposition
upstairs,0.004901960784313725,0.00980392156862745,0.004901960784313725,upstairs,Preposition
with,0.004901960784313725,0.024509803921568627,0.0196078431372549,with,Preposition
of,0,0.024509803921568627,0.024509803921568627,of,Preposition
over,0,0.03431372549019608,0.03431372549019608,over,Preposition
about,-0.004901960784313725,0.004901960784313725,0.00980392156862745,about,Preposition
after,-0.004901960784313725,0.004901960784313725,0.00980392156862745,aft,Preposition
mine,0.04411764705882353,0.07352941176470588,0.029411764705882353,mine,Pronoun
it,0.044117647058823525,0.12745098039215685,0.08333333333333333,it,Pronoun
there,0.03431372549019607,0.14215686274509803,0.10784313725490197,there,Pronoun
my,0.024509803921568624,0.09803921568627451,0.07352941176470588,my,Pronoun
he,0.0196078431372549,0.05392156862745098,0.03431372549019608,he,Pronoun
me,0.0196078431372549,0.08823529411764706,0.06862745098039216,me,Pronoun
this,0.0196078431372549,0.09803921568627451,0.0784313725490196,this,Pronoun
yours,0.014705882352941176,0.0196078431372549,0.004901960784313725,your,Pronoun
everybody,0.00980392156862745,0.00980392156862745,0,everybody,Pronoun
her,0.00980392156862745,0.024509803921568627,0.014705882352941176,h,Pronoun
she,0.00980392156862745,0.014705882352941176,0.004901960784313725,she,Pronoun
these,0.00980392156862745,0.0196078431372549,0.00980392156862745,these,Pronoun
you,0.009803921568627444,0.08333333333333333,0.07352941176470588,you,Pronoun
myself,0.004901960784313725,0.004901960784313725,0,myself,Pronoun
nothing,0.004901960784313725,0.00980392156862745,0.004901960784313725,nothing,Pronoun
something,0.004901960784313725,0.00980392156862745,0.004901960784313725,something,Pronoun
them,0.004901960784313725,0.014705882352941176,0.00980392156862745,them,Pronoun
they,0.004901960784313725,0.024509803921568627,0.0196078431372549,they,Pronoun
those,0.004901960784313725,0.0196078431372549,0.014705882352941176,those,Pronoun
somewhere,0,0.004901960784313725,0.004901960784313725,somewhere,Pronoun
somebody,-0.004901960784313725,0,0.004901960784313725,somebody,Pronoun
someone,-0.004901960784313725,0,0.004901960784313725,someone,Pronoun
they're,-0.004901960784313725,0,0.004901960784313725,they're,Pronoun
you're,-0.00980392156862745,0,0.00980392156862745,you're,Pronoun
we,-0.01470588235294118,0.0196078431372549,0.03431372549019608,we,Pronoun
more,0.05392156862745097,0.12254901960784313,0.06862745098039216,more,Quantifier
one,0.04901960784313725,0.11764705882352941,0.06862745098039216,one,Quantifier
two,0.044117647058823525,0.09803921568627451,0.05392156862745098,two,Quantifier
some,0.0392156862745098,0.058823529411764705,0.0196078431372549,some,Quantifier
another,0.034313725490196074,0.06372549019607843,0.029411764705882353,another,Quantifier
three,0.029411764705882353,0.058823529411764705,0.029411764705882353,three,Quantifier
four,0.02450980392156863,0.04411764705882353,0.0196078431372549,four,Quantifier
nine,0.02450980392156863,0.03431372549019608,0.00980392156862745,nine,Quantifier
five,0.019607843137254905,0.03431372549019608,0.014705882352941176,f,Quantifier
six,0.019607843137254905,0.03431372549019608,0.014705882352941176,six,Quantifier
eight,0.0196078431372549,0.029411764705882353,0.00980392156862745,eight,Quantifier
ten,0.0196078431372549,0.024509803921568627,0.004901960784313725,t,Quantifier
all,0.01470588235294118,0.05392156862745098,0.0392156862745098,all,Quantifier
fourteen,0.00980392156862745,0.00980392156862745,0,fourteen,Quantifier
much,0.00980392156862745,0.00980392156862745,0,much,Quantifier
eleven,0.004901960784313725,0.004901960784313725,0,eleven,Quantifier
many,0.004901960784313725,0.004901960784313725,0,many,Quantifier
seven,0.004901960784313725,0.0196078431372549,0.014705882352941176,seven,Quantifier
thirteen,0.004901960784313725,0.004901960784313725,0,thirteen,Quantifier
twelve,0.004901960784313725,0.004901960784313725,0,twelve,Quantifier
twenty,0.004901960784313725,0.004901960784313725,0,twenty,Quantifier
any,0,0.00980392156862745,0.00980392156862745,any,Quantifier
worm,-0.004901960784313725,0.004901960784313725,0.00980392156862745,worm,Quantifier
where,0.029411764705882353,0.07352941176470588,0.04411764705882353,where,Question
what,0.0196078431372549,0.07352941176470588,0.05392156862745098,what,Question
how,0.004901960784313725,0.024509803921568627,0.0196078431372549,how,Question
whose,0.004901960784313725,0.004901960784313725,0,whose,Question
why,0.004901960784313725,0.014705882352941176,0.00980392156862745,why,Question
who's,0,0.014705882352941176,0.014705882352941176,who,Question
when,-0.004901960784313725,0.004901960784313725,0.00980392156862745,when,Question
sit,0.058823529411764705,0.08333333333333333,0.024509803921568627,sit,Verb
can't,0.05392156862745098,0.06862745098039216,0.014705882352941176,can't,Verb
got,0.053921568627450976,0.08333333333333333,0.029411764705882353,got,Verb
do,0.04901960784313726,0.10784313725490197,0.058823529411764705,do,Verb
get,0.049019607843137254,0.09313725490196079,0.04411764705882353,get,Verb
like,0.049019607843137254,0.0784313725490196,0.029411764705882353,like,Verb
make,0.04411764705882353,0.07352941176470588,0.029411764705882353,make,Verb
go,0.0392156862745098,0.11274509803921569,0.07352941176470588,go,Verb
put,0.039215686274509796,0.08333333333333333,0.04411764705882353,put,Verb
gone,0.034313725490196074,0.08333333333333333,0.049019607843137254,gone,Verb
see,0.034313725490196074,0.08333333333333333,0.049019607843137254,see,Verb
look,0.03431372549019607,0.10294117647058823,0.06862745098039216,look,Verb
done,0.029411764705882356,0.04411764705882353,0.014705882352941176,done,Verb
find,0.029411764705882356,0.04411764705882353,0.014705882352941176,find,Verb
stop,0.029411764705882356,0.03431372549019608,0.004901960784313725,stop,Verb
draw,0.029411764705882353,0.049019607843137254,0.0196078431372549,draw,Verb
help,0.029411764705882353,0.0392156862745098,0.00980392156862745,help,Verb
sleep,0.029411764705882353,0.0392156862745098,0.00980392156862745,sleep,Verb
come,0.029411764705882346,0.06372549019607843,0.03431372549019608,come,Verb
drink,0.02450980392156863,0.04411764705882353,0.0196078431372549,drink,Verb
eat,0.02450980392156863,0.04411764705882353,0.0196078431372549,eat,Verb
fix,0.02450980392156863,0.03431372549019608,0.00980392156862745,fix,Verb
know,0.02450980392156863,0.03431372549019608,0.00980392156862745,know,Verb
hold,0.024509803921568627,0.029411764705882353,0.004901960784313725,hold,Verb
jump,0.024509803921568627,0.0392156862745098,0.014705882352941176,jump,Verb
move,0.024509803921568627,0.024509803921568627,0,move,Verb
need,0.024509803921568627,0.0392156862745098,0.014705882352941176,need,Verb
swimming,0.024509803921568627,0.024509803921568627,0,swimming,Verb
is,0.024509803921568624,0.08333333333333333,0.058823529411764705,i,Verb
play,0.019607843137254905,0.04411764705882353,0.024509803921568627,play,Verb
bite,0.0196078431372549,0.029411764705882353,0.00980392156862745,bite,Verb
crash,0.0196078431372549,0.024509803921568627,0.004901960784313725,crash,Verb
hide,0.0196078431372549,0.0196078431372549,0,hide,Verb
shopping,0.0196078431372549,0.0196078431372549,0,shoppe,Verb
show,0.0196078431372549,0.0196078431372549,0,show,Verb
take,0.0196078431372549,0.0392156862745098,0.0196078431372549,take,Verb
touch,0.0196078431372549,0.0196078431372549,0,touch,Verb
wash,0.0196078431372549,0.024509803921568627,0.004901960784313725,wash,Verb
went,0.0196078431372549,0.024509803921568627,0.004901960784313725,went,Verb
write,0.0196078431372549,0.0196078431372549,0,write,Verb
have,0.01470588235294118,0.05392156862745098,0.0392156862745098,have,Verb
building,0.014705882352941176,0.014705882352941176,0,build,Verb
buy,0.014705882352941176,0.0196078431372549,0.004901960784313725,buy,Verb
driver,0.014705882352941176,0.014705882352941176,0,drive,Verb
found,0.014705882352941176,0.014705882352941176,0,found,Verb
have_to,0.014705882352941176,0.014705882352941176,0,have_to,Verb
let's,0.014705882352941176,0.0196078431372549,0.004901960784313725,let,Verb
pull,0.014705882352941176,0.0196078431372549,0.004901960784313725,pull,Verb
push,0.014705882352941176,0.029411764705882353,0.014705882352941176,push,Verb
sing,0.014705882352941176,0.014705882352941176,0,sing,Verb
turn,0.014705882352941176,0.029411764705882353,0.014705882352941176,turn,Verb
writing,0.014705882352941176,0.014705882352941176,0,writ,Verb
want,0.014705882352941166,0.10294117647058823,0.08823529411764706,want,Verb
bash,0.00980392156862745,0.00980392156862745,0,bash,Verb
clap,0.00980392156862745,0.014705882352941176,0.004901960784313725,clap,Verb
clothes,0.00980392156862745,0.0196078431372549,0.00980392156862745,clothe,Verb
count,0.00980392156862745,0.00980392156862745,0,count,Verb
getting,0.00980392156862745,0.00980392156862745,0,getting,Verb
give,0.00980392156862745,0.014705882352941176,0.004901960784313725,g,Verb
hear,0.00980392156862745,0.00980392156862745,0,hear,Verb
hit,0.00980392156862745,0.00980392156862745,0,hit,Verb
must,0.00980392156862745,0.00980392156862745,0,must,Verb
puzzle,0.00980392156862745,0.024509803921568627,0.014705882352941176,puzzle,Verb
ride,0.00980392156862745,0.014705882352941176,0.004901960784313725,ride,Verb
sitting,0.00980392156862745,0.014705882352941176,0.004901960784313725,sitting,Verb
stand,0.00980392156862745,0.00980392156862745,0,stand,Verb
stroke,0.00980392156862745,0.00980392156862745,0,stroke,Verb
tower,0.00980392156862745,0.0196078431372549,0.00980392156862745,tow,Verb
watch,0.00980392156862745,0.024509803921568627,0.014705882352941176,watch,Verb
ask,0.004901960784313725,0.004901960784313725,0,ask,Verb
ate,0.004901960784313725,0.004901960784313725,0,ate,Verb
awake,0.004901960784313725,0.00980392156862745,0.004901960784313725,awake,Verb
break,0.004901960784313725,0.004901960784313725,0,break,Verb
called,0.004901960784313725,0.00980392156862745,0.004901960784313725,call,Verb
came,0.004901960784313725,0.00980392156862745,0.004901960784313725,came,Verb
change,0.004901960784313725,0.00980392156862745,0.004901960784313725,change,Verb
climb,0.004901960784313725,0.014705882352941176,0.00980392156862745,climb,Verb
could,0.004901960784313725,0.004901960784313725,0,could,Verb
didn't,0.004901960784313725,0.00980392156862745,0.004901960784313725,didn't,Verb
dig,0.004901960784313725,0.004901960784313725,0,dig,Verb
dump,0.004901960784313725,0.00980392156862745,0.004901960784313725,dump,Verb
excuse,0.004901960784313725,0.004901960784313725,0,excuse,Verb
finished,0.004901960784313725,0.004901960784313725,0,finish,Verb
fly,0.004901960784313725,0.0196078431372549,0.014705882352941176,fly,Verb
forgot,0.004901960784313725,0.004901960784313725,0,forgot,Verb
gotta,0.004901960784313725,0.004901960784313725,0,gotta,Verb
hurts,0.004901960784313725,0.00980392156862745,0.004901960784313725,hurt,Verb
isn't,0.004901960784313725,0.00980392156862745,0.004901960784313725,isn't,Verb
keep,0.004901960784313725,0.004901960784313725,0,keep,Verb
lie,0.004901960784313725,0.014705882352941176,0.00980392156862745,lie,Verb
listen,0.004901960784313725,0.00980392156862745,0.004901960784313725,list,Verb
matter,0.004901960784313725,0.004901960784313725,0,matte,Verb
might,0.004901960784313725,0.00980392156862745,0.004901960784313725,might,Verb
pick,0.004901960784313725,0.00980392156862745,0.004901960784313725,pick,Verb
pour,0.004901960784313725,0.004901960784313725,0,pour,Verb
remember,0.004901960784313725,0.004901960784313725,0,member,Verb
run,0.004901960784313725,0.014705882352941176,0.00980392156862745,run,Verb
running,0.004901960784313725,0.00980392156862745,0.004901960784313725,running,Verb
sat,0.004901960784313725,0.004901960784313725,0,sat,Verb
shall,0.004901960784313725,0.004901960784313725,0,shall,Verb
shoot,0.004901960784313725,0.004901960784313725,0,shoot,Verb
squeeze,0.004901960784313725,0.004901960784313725,0,squeeze,Verb
stamp,0.004901960784313725,0.004901960784313725,0,stamp,Verb
swim,0.004901960784313725,0.004901960784313725,0,swim,Verb
tickle,0.004901960784313725,0.0196078431372549,0.014705882352941176,tickle,Verb
walk,0.004901960784313725,0.014705882352941176,0.00980392156862745,walk,Verb
working,0.004901960784313725,0.004901960784313725,0,work,Verb
would,0.004901960784313725,0.004901960784313725,0,would,Verb
wrap,0.004901960784313725,0.00980392156862745,0.004901960784313725,wrap,Verb
am,0,0.004901960784313725,0.004901960784313725,am,Verb
are,0,0.03431372549019608,0.03431372549019608,are,Verb
bought,0,0.004901960784313725,0.004901960784313725,bought,Verb
broke,0,0.029411764705882353,0.029411764705882353,broke,Verb
catch,0,0.00980392156862745,0.00980392156862745,catch,Verb
cuddle,0,0.004901960784313725,0.004901960784313725,cuddle,Verb
feel,0,0.004901960784313725,0.004901960784313725,feel,Verb
fell,0,0.014705882352941176,0.014705882352941176,fell,Verb
fits,0,0.004901960784313725,0.004901960784313725,fit,Verb
fold,0,0.004901960784313725,0.004901960784313725,fold,Verb
gave,0,0.004901960784313725,0.004901960784313725,gave,Verb
happened,0,0.00980392156862745,0.00980392156862745,happen,Verb
hop,0,0.00980392156862745,0.00980392156862745,hop,Verb
jack,0,0.004901960784313725,0.004901960784313725,jack,Verb
kiss,0,0.014705882352941176,0.014705882352941176,kiss,Verb
knock,0,0.00980392156862745,0.00980392156862745,knock,Verb
lick,0,0.004901960784313725,0.004901960784313725,lick,Verb
made,0,0.00980392156862745,0.00980392156862745,made,Verb
may,0,0.004901960784313725,0.004901960784313725,may,Verb
pretend,0,0.004901960784313725,0.004901960784313725,pretend,Verb
putting,0,0.004901960784313725,0.004901960784313725,putt,Verb
reach,0,0.004901960784313725,0.004901960784313725,reach,Verb
rolling,0,0.00980392156862745,0.00980392156862745,roll,Verb
say,0,0.014705882352941176,0.014705882352941176,say,Verb
snap,0,0.004901960784313725,0.004901960784313725,snap,Verb
spell,0,0.004901960784313725,0.004901960784313725,spell,Verb
stay,0,0.004901960784313725,0.004901960784313725,stay,Verb
think,0,0.004901960784313725,0.004901960784313725,think,Verb
throw,0,0.014705882352941176,0.014705882352941176,throw,Verb
took,0,0.004901960784313725,0.004901960784313725,took,Verb
toot,0,0.00980392156862745,0.00980392156862745,toot,Verb
been,-0.004901960784313725,0,0.004901960784313725,been,Verb
bumped,-0.004901960784313725,0,0.004901960784313725,bump,Verb
cry,-0.004901960784313725,0.004901960784313725,0.00980392156862745,cry,Verb
dance,-0.004901960784313725,0.004901960784313725,0.00980392156862745,dance,Verb
does,-0.004901960784313725,0,0.004901960784313725,doe,Verb
doesn't,-0.004901960784313725,0,0.004901960784313725,doesn't,Verb
dropped,-0.004901960784313725,0,0.004901960784313725,dropped,Verb
gobble,-0.004901960784313725,0,0.004901960784313725,gobble,Verb
had,-0.004901960784313725,0.004901960784313725,0.00980392156862745,had,Verb
has,-0.004901960784313725,0.014705882352941176,0.0196078431372549,ha,Verb
lift,-0.004901960784313725,0,0.004901960784313725,lift,Verb
mean,-0.004901960784313725,0,0.004901960784313725,mean,Verb
measure,-0.004901960784313725,0,0.004901960784313725,measure,Verb
mend,-0.004901960784313725,0,0.004901960784313725,mend,Verb
pinch,-0.004901960784313725,0,0.004901960784313725,pinch,Verb
shut,-0.004901960784313725,0.004901960784313725,0.00980392156862745,shut,Verb
squish,-0.004901960784313725,0,0.004901960784313725,squish,Verb
stuff,-0.004901960784313725,0,0.004901960784313725,stuff,Verb
sweep,-0.004901960784313725,0,0.004901960784313725,sweep,Verb
told,-0.004901960784313725,0,0.004901960784313725,told,Verb
wearing,-0.004901960784313725,0,0.004901960784313725,wear,Verb
will,-0.004901960784313725,0.00980392156862745,0.014705882352941176,will,Verb
did,-0.004901960784313729,0.029411764705882353,0.03431372549019608,did,Verb
don't,-0.00980392156862745,0.049019607843137254,0.058823529411764705,don't,Verb
gonna,-0.00980392156862745,0.0196078431372549,0.029411764705882353,gonna,Verb
said,-0.00980392156862745,0,0.00980392156862745,said,Verb
was,-0.00980392156862745,0.004901960784313725,0.014705882352941176,was,Verb
be,-0.009803921568627454,0.024509803921568627,0.03431372549019608,be,Verb
clip,-0.014705882352941176,0,0.014705882352941176,clip,Verb
wanna,-0.0196078431372549,0.00980392156862745,0.029411764705882353,wanna,Verb
slide,0.0392156862745098,0.04411764705882353,0.004901960784313725,slide,Verb-Noun
cut,0.019607843137254905,0.03431372549019608,0.014705882352941176,cut,Verb-Noun
spot,0.01470588235294118,0.03431372549019608,0.0196078431372549,spot,Verb-Noun
step,0.014705882352941176,0.014705882352941176,0,step,Verb-Noun
brush,0.00980392156862745,0.0196078431372549,0.00980392156862745,brush,Verb-Noun
set,0.00980392156862745,0.00980392156862745,0,set,Verb-Noun
cutting,0.004901960784313725,0.004901960784313725,0,cutting,Verb-Noun
iron,0.004901960784313725,0.004901960784313725,0,iron,Verb-Noun
paint,0.004901960784313725,0.00980392156862745,0.004901960784313725,paint,Verb-Noun
past,0.004901960784313725,0.004901960784313725,0,past,Verb-Noun
scoop,0.004901960784313725,0.00980392156862745,0.004901960784313725,scoop,Verb-Noun
screw,0.004901960784313725,0.004901960784313725,0,screw,Verb-Noun
sink,0.004901960784313725,0.004901960784313725,0,sink,Verb-Noun
smile,0.004901960784313725,0.004901960784313725,0,smile,Verb-Noun
splash,0.004901960784313725,0.004901960784313725,0,splash,Verb-Noun
taste,0.004901960784313725,0.004901960784313725,0,taste,Verb-Noun
whistle,0.004901960784313725,0.004901960784313725,0,whistle,Verb-Noun
tick,0,0.00980392156862745,0.00980392156862745,tick,Verb-Noun
zip,0,0.004901960784313725,0.004901960784313725,zip,Verb-Noun
flap,-0.004901960784313725,0,0.004901960784313725,flap,Verb-Noun
hug,-0.004901960784313725,0.004901960784313725,0.00980392156862745,hug,Verb-Noun
leaves,-0.004901960784313725,0,0.004901960784313725,leave,Verb-Noun
pee,-0.004901960784313725,0,0.004901960784313725,pee,Verb-Noun
smell,-0.004901960784313725,0,0.004901960784313725,smell,Verb-Noun
can,-0.009803921568627454,0.024509803921568627,0.03431372549019608,can,Verb-Noun
